,SYMBOL,NAME OF COMPANY,cm04JUL2024bhav.csv,cm03JUL2024bhav.csv,cm02JUL2024bhav.csv,cm01JUL2024bhav.csv
80,ALLCARGO,Allcargo Logistics Limited,64.25,61.93,61.91,62.13
81,ALLSEC,Allsec Technologies Limited,1155.7,1134.0,1178.3,1224.0
82,ALMONDZ,Almondz Global Securities Limited,132.55,133.55,133.5,134.98
83,ALOKINDS,Alok Industries Limited,28.25,28.62,28.84,29.39
84,ALPA,Alpa Laboratories Limited,85.95,86.01,86.55,84.07
85,ALPHAGEO,Alphageo (India) Limited,395.0,405.0,409.0,396.1
86,ALPSINDUS,Alps Industries Limited,,,,
87,AMARAJABAT,Amara Raja Batteries Limited,,,,
88,AMBER,Amber Enterprises India Limited,4511.9,4440.0,4480.0,4481.0
89,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,26.73,26.38,26.28,26.28
90,AMBIKCO,Ambika Cotton Mills Limited,1647.05,1664.0,1664.1,1680.0
91,AMBUJACEM,Ambuja Cements Limited,681.0,692.0,693.0,695.0
92,AMDIND,AMD Industries Limited,77.05,73.49,71.93,71.99
93,AMIORG,Ami Organics Limited,1385.05,1386.0,1323.3,1313.0
94,AMJLAND,Amj Land Holdings Limited,48.62,43.16,43.0,44.1
95,AMRUTANJAN,Amrutanjan Health Care Limited,791.0,765.0,780.8,786.8
96,ANANDRATHI,Anand Rathi Wealth Limited,3900.0,3880.0,3880.0,3925.05
97,ANANTRAJ,Anant Raj Limited,491.65,485.45,481.5,444.6
98,ANDHRAPAP,ANDHRA PAPER LIMITED,620.0,613.0,619.95,585.0
99,ANDHRSUGAR,The Andhra Sugars Limited,117.25,118.95,119.5,115.7
100,ANDREWYU,Andrew Yule & Company Limited,,,,
101,ANGELONE,Angel One Limited,2341.0,2344.0,2357.0,2579.0
102,ANIKINDS,Anik Industries Limited,51.35,51.51,51.3,50.75
103,ANKITMETAL,Ankit Metal & Power Limited,,,,
104,ANMOL,Anmol India Limited,,,,
105,ANSALAPI,Ansal Properties & Infrastructure Limited,,,,
106,ANTGRAPHIC,Antarctica Limited,1.52,1.52,1.53,1.51
107,ANUP,The Anup Engineering Limited,1800.0,1816.3,1820.0,1825.0
108,ANURAS,Anupam Rasayan India Limited,764.45,765.95,762.55,769.5
109,APARINDS,Apar Industries Limited,8567.95,8685.0,8458.9,8490.0
110,APCL,Anjani Portland Cement Limited,203.0,207.66,207.0,207.25
111,APCOTEXIND,Apcotex Industries Limited,456.95,446.0,436.4,438.25
112,APEX,Apex Frozen Foods Limited,226.99,225.0,222.6,223.5
113,APLAPOLLO,APL Apollo Tubes Limited,1580.0,1599.6,1593.0,1616.0
114,APLLTD,Alembic Pharmaceuticals Limited,964.0,956.0,971.85,925.0
115,APOLLO,Apollo Micro Systems Limited,104.72,105.0,105.0,105.05
116,APOLLOHOSP,Apollo Hospitals Enterprise Limited,6215.1,6188.15,6104.85,6134.75
117,APOLLOPIPE,Apollo Pipes Limited,634.9,635.0,635.2,632.0
118,APOLLOTYRE,Apollo Tyres Limited,529.9,533.4,536.55,546.0
119,APOLSINHOT,Apollo Sindoori Hotels Limited,1504.0,1502.0,1500.0,1497.3
120,APTECHT,Aptech Limited,220.75,218.94,223.0,221.0
121,APTUS,Aptus Value Housing Finance India Limited,343.25,341.9,337.0,345.45
122,ARCHIDPLY,Archidply Industries Limited,,,,
123,ARCHIES,Archies Limited,25.9,25.0,25.21,25.8
124,ARENTERP,Rajdarshan Industries Limited,47.9,45.4,46.08,47.01
125,ARIES,Aries Agro Limited,276.2,278.8,257.2,257.1
126,ARIHANTCAP,Arihant Capital Markets Limited,71.85,72.0,73.25,72.01
127,ARIHANTSUP,Arihant Superstructures Limited,369.45,348.0,336.2,335.2
128,ARMANFIN,Arman Financial Services Limited,2107.0,2115.8,2149.0,2139.5
129,AROGRANITE,Aro Granite Industries Limited,60.06,59.21,59.41,60.35
130,ARROWGREEN,Arrow Greentech Limited,574.0,582.0,559.0,569.7
131,ARSHIYA,Arshiya Limited,,,,
132,ARSSINFRA,ARSS Infrastructure Projects Limited,,,,
133,ARTEMISMED,Artemis Medicare Services Limited,184.7,179.0,178.02,176.5
134,ARTNIRMAN,Art Nirman Limited,64.8,62.3,62.1,64.33
135,ARVEE,Arvee Laboratories (India) Limited,,,,
136,ARVIND,Arvind Limited,386.0,382.1,379.6,378.95
137,ARVINDFASN,Arvind Fashions Limited,533.0,523.85,515.6,515.0
138,ARVSMART,Arvind SmartSpaces Limited,735.0,722.0,698.05,702.5
139,ASAHIINDIA,Asahi India Glass Limited,686.0,699.65,688.5,687.5
140,ASAHISONG,Asahi Songwon Colors Limited,462.0,470.05,470.05,495.1
141,ASAL,Automotive Stampings and Assemblies Limited,1042.0,1048.0,1027.9,1025.0
142,ASALCBR,Associated Alcohols & Breweries Ltd.,685.0,690.6,667.0,675.0
143,ASHAPURMIN,Ashapura Minechem Limited,421.0,426.9,415.5,419.0
144,ASHIANA,Ashiana Housing Limited,417.0,434.8,441.0,422.0
145,ASHIMASYN,Ashima Limited,44.58,46.93,49.45,47.1
146,ASHOKA,Ashoka Buildcon Limited,232.5,235.1,232.6,229.0
147,ASHOKLEY,Ashok Leyland Limited,227.77,229.7,234.75,238.89
148,ASIANENE,Asian Energy Services Limited,322.0,321.5,321.0,323.95
149,ASIANHOTNR,Asian Hotels (North) Limited,,,,
150,ASIANPAINT,Asian Paints Limited,2932.25,2929.9,2928.0,2923.2
151,ASIANTILES,Asian Granito India Limited,82.5,77.5,77.49,73.5
152,ASMS,Bartronics India Limited,21.58,21.16,20.75,20.35
153,ASPINWALL,Aspinwall and Company Limited,278.4,280.05,286.5,277.35
154,ASTEC,Astec LifeSciences Limited,1457.0,1415.0,1402.6,1365.0
155,ASTERDM,Aster DM Healthcare Limited,345.0,346.4,347.8,350.4
156,ASTRAL,Astral Limited,2370.5,2407.85,2417.9,2385.0
157,ASTRAMICRO,Astra Microwave Products Limited,944.5,944.0,947.0,960.0
158,ASTRAZEN,AstraZeneca Pharma India Limited,7170.0,6430.0,6383.0,6398.0
159,ASTRON,Astron Paper & Board Mill Limited,,,,
160,ATALREAL,Atal Realtech Limited,,,,
161,ATAM,Atam Valves Limited,,,,
162,ATFL,Agro Tech Foods Limited,791.0,800.0,796.0,739.9
163,ATGL,Adani Total Gas Limited,897.4,904.9,905.25,889.0
164,ATLANTA,Atlanta  Limited,,,,
165,ATUL,Atul Limited,6750.0,6593.0,6571.0,6588.0
166,ATULAUTO,Atul Auto Limited,790.7,777.0,787.0,752.25
167,AUBANK,AU Small Finance Bank Limited,677.15,665.75,672.0,674.8
168,AURIONPRO,Aurionpro Solutions Limited,1533.3,1460.3,1396.5,1389.05
169,AUROPHARMA,Aurobindo Pharma Limited,1257.9,1239.0,1211.0,1213.2
170,AURUM,Aurum PropTech Limited,156.5,159.24,156.95,154.38
171,AUSOMENT,Ausom Enterprise Limited,,,,
172,AUTOAXLES,Automotive Axles Limited,2062.0,2035.2,2105.0,2020.0
173,AUTOIND,Autoline Industries Limited,139.55,131.85,132.0,134.5
174,AVADHSUGAR,Avadh Sugar & Energy Limited,656.0,643.1,631.5,625.85
175,AVALON,Avalon Technologies Limited,538.0,539.7,542.0,547.95
176,AVANTIFEED,Avanti Feeds Limited,606.75,618.0,612.5,618.0
177,AVG,AVG Logistics Limited,485.0,486.5,481.05,492.2
178,AVONMORE,Avonmore Capital & Management Services Limited,,,,
179,AVROIND,AVRO INDIA LIMITED,117.8,121.0,117.95,115.83
180,AVTNPL,AVT Natural Products Limited,86.98,88.0,89.3,87.0
181,AWHCL,Antony Waste Handling Cell Limited,535.95,540.0,535.9,541.7
182,AWL,Adani Wilmar Limited,334.0,335.7,335.6,332.65
183,AXISBANK,Axis Bank Limited,1277.8,1276.2,1250.0,1259.7
184,AXISCADES,AXISCADES Technologies Limited,584.5,592.5,589.0,595.0
185,AXITA,Axita Cotton Limited,21.52,21.56,21.74,21.59
186,AYMSYNTEX,AYM Syntex Limited,116.8,109.5,109.0,110.94
187,BAFNAPH,Bafna Pharmaceuticals Limited,,,,
188,BAGFILMS,B.A.G Films and Media Limited,,,,
189,BAIDFIN,Baid Finserv Limited,17.45,17.98,17.46,18.35
190,BAJAJ-AUTO,Bajaj Auto Limited,9485.0,9429.95,9399.45,9512.25
191,BAJAJCON,Bajaj Consumer Care Limited,262.05,262.6,264.0,270.0
192,BAJAJELEC,Bajaj Electricals Limited,1098.1,1075.0,1057.0,1066.0
193,BAJAJFINSV,Bajaj Finserv Limited,1583.6,1594.0,1582.0,1580.0
194,BAJAJHCARE,Bajaj Healthcare Limited,330.0,340.95,348.5,355.0
195,BAJAJHIND,Bajaj Hindusthan Sugar Limited,41.02,41.64,41.96,41.45
196,BAJAJHLDNG,Bajaj Holdings & Investment Limited,9841.0,9270.0,8925.0,8735.0
197,BAJFINANCE,Bajaj Finance Limited,7109.0,7265.4,7158.8,7262.2
198,BALAJITELE,Balaji Telefilms Limited,70.26,69.8,71.35,68.76
199,BALAMINES,Balaji Amines Limited,2405.0,2431.6,2424.0,2368.0
200,BALAXI,BALAXI PHARMACEUTICALS LIMITED,121.0,121.5,120.0,118.5
201,BALKRISHNA,Balkrishna Paper Mills Limited,25.11,26.03,26.1,24.39
202,BALKRISIND,Balkrishna Industries Limited,3150.0,3108.05,3130.0,3193.0
203,BALLARPUR,Ballarpur Industries Limited,,,,
204,BALMLAWRIE,Balmer Lawrie & Company Limited,271.8,272.5,270.55,270.6
205,BALPHARMA,Bal Pharma Limited,120.0,120.8,121.01,119.06
206,BALRAMCHIN,Balrampur Chini Mills Limited,428.0,430.0,434.6,434.95
207,BANARBEADS,Banaras Beads Limited,104.3,99.0,97.05,99.48
208,BANARISUG,Bannari Amman Sugars Limited,3130.0,3125.25,3155.0,3150.0
209,BANCOINDIA,Banco Products (I) Limited,686.0,696.8,683.6,701.0
210,BANDHANBNK,Bandhan Bank Limited,207.4,210.35,202.8,206.1
211,BANG,Bang Overseas Limited,47.54,46.79,46.8,47.68
212,BANKA,Banka BioLoo Limited,,,,
213,BANKBARODA,Bank of Baroda,269.7,267.1,265.2,272.05
214,BANKINDIA,Bank of India,119.0,118.25,118.01,121.04
215,BANSWRAS,Banswara Syntex Limited,159.0,157.85,160.34,158.3
216,BARBEQUE,Barbeque Nation Hospitality Limited,581.0,589.5,570.0,590.0
217,BASF,BASF India Limited,5225.0,5310.0,5155.0,5143.0
218,BASML,Bannari Amman Spinning Mills Limited,48.5,48.11,48.7,47.5
219,BATAINDIA,Bata India Limited,1513.0,1493.0,1495.0,1499.0
220,BAYERCROP,Bayer Cropscience Limited,6570.0,6445.95,6515.0,6675.65
221,BBL,Bharat Bijlee Limited,5259.05,5076.0,4965.0,4915.0
222,BBOX,Black Box Limited,369.0,375.0,377.0,384.65
223,BBTC,Bombay Burmah Trading Corporation Limited,2055.0,2082.0,2066.1,2080.0
224,BBTCL,B&B Triplewall Containers Limited,252.4,248.0,246.45,251.0
225,BCG,Brightcom Group Limited,,,,
226,BCLIND,Bcl Industries Limited,52.8,51.99,53.0,52.8
227,BCONCEPTS,Brand Concepts Limited,613.6,621.0,609.0,651.8
228,BDL,Bharat Dynamics Limited,1688.0,1630.0,1598.1,1615.95
229,BEARDSELL,Beardsell Limited,38.5,38.75,39.0,38.75
230,BECTORFOOD,Mrs. Bectors Food Specialities Limited,1400.0,1405.0,1390.0,1386.0
231,BEDMUTHA,Bedmutha Industries Limited,243.5,243.0,235.5,238.0
232,BEL,Bharat Electronics Limited,317.5,314.5,305.8,307.95
233,BEML,BEML Limited,4655.0,4569.0,4468.0,4530.0
234,BEPL,Bhansali Engineering Polymers Limited,141.3,138.64,130.0,127.49
235,BERGEPAINT,Berger Paints (I) Limited,513.7,511.75,508.5,506.75
236,BESTAGRO,Best Agrolife Limited,665.0,674.4,685.95,675.0
237,BFINVEST,BF Investment Limited,676.0,682.0,695.0,697.0
238,BFUTILITIE,BF Utilities Limited,857.9,862.0,876.8,883.85
239,BGLOBAL,Bharatiya Global Infomedia Limited,,,,
240,BGRENERGY,BGR Energy Systems Limited,,,,
241,BHAGCHEM,Bhagiradha Chemicals & Industries Limited,256.21,260.4,264.8,269.67
242,BHAGERIA,Bhageria Industries Limited,171.8,170.8,170.01,173.0
243,BHAGYANGR,Bhagyanagar India Limited,121.16,109.0,108.05,109.85
244,BHANDARI,Bhandari Hosiery Exports Limited,7.79,7.83,7.91,7.99
245,BHARATFORG,Bharat Forge Limited,1671.9,1656.85,1642.6,1668.75
246,BHARATGEAR,Bharat Gears Limited,113.55,108.91,109.3,109.65
247,BHARATRAS,Bharat Rasayan Limited,11700.0,11645.0,11669.0,11640.05
248,BHARATWIRE,Bharat Wire Ropes Limited,268.3,275.35,267.8,264.9
249,BHARTIARTL,Bharti Airtel Limited,1424.45,1421.65,1419.05,1458.0
250,BHEL,Bharat Heavy Electricals Limited,311.1,311.9,296.9,302.4
251,BIGBLOC,Bigbloc Construction Limited,239.8,232.5,239.7,226.55
252,BIKAJI,Bikaji Foods International Limited,715.0,726.0,724.4,720.4
253,BIL,Bhartiya International Limited,,,,
254,BINANIIND,Binani Industries Limited,,,,
255,BINDALAGRO,Oswal Chemicals & Fertilizers Limited,,,,
256,BIOCON,Biocon Limited,362.0,361.1,356.0,357.55
257,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,67.2,66.97,67.6,69.7
258,BIRLACABLE,Birla Cable Limited,251.3,253.17,249.5,249.5
259,BIRLACORPN,Birla Corporation Limited,1615.0,1599.9,1584.0,1606.0
260,BIRLAMONEY,Aditya Birla Money Limited,172.0,166.3,162.67,165.48
261,BIRLATYRE,Birla Tyres Limited,,,,
262,BKMINDST,Bkm Industries Limited,,,,
263,BLAL,BEML Land Assets Limited,304.0,304.6,297.0,300.2
264,BLBLIMITED,BLB Limited,,,,
265,BLISSGVS,Bliss GVS Pharma Limited,113.72,103.6,104.0,103.19
266,BLKASHYAP,B. L. Kashyap and Sons Limited,94.0,92.27,91.52,91.63
267,BLS,BLS International Services Limited,370.1,380.0,371.55,372.0
268,BLUECHIP,Blue Chip India Limited,,,,
269,BLUECOAST,Blue Coast Hotels Limited,,,,
270,BLUEDART,Blue Dart Express Limited,8185.05,8163.05,8206.8,8135.0
271,BLUESTARCO,Blue Star Limited,1603.2,1609.7,1612.0,1642.05
272,BODALCHEM,Bodal Chemicals Limited,78.48,78.99,79.01,78.2
273,BOHRAIND,Bohra Industries Limited,,,,
274,BOMDYEING,Bombay Dyeing & Mfg Company Limited,213.92,218.1,216.13,214.3
275,BOROLTD,Borosil Limited,388.0,382.1,355.0,340.9
276,BORORENEW,BOROSIL RENEWABLES LIMITED,516.45,516.5,511.4,509.0
277,BOSCHLTD,Bosch Limited,35200.0,34850.0,34400.0,33955.0
278,BPCL,Bharat Petroleum Corporation Limited,304.0,305.95,304.4,304.05
279,BPL,BPL Limited,133.59,133.29,135.0,140.3
280,BRIGADE,Brigade Enterprises Limited,1380.0,1370.0,1364.0,1348.75
281,BRITANNIA,Britannia Industries Limited,5416.4,5467.0,5400.0,5468.05
282,BRNL,Bharat Road Network Limited,,,,
283,BROOKS,Brooks Laboratories Limited,,,,
284,BSE,BSE Limited,2463.0,2464.8,2490.0,2575.2
285,BSHSL,Bombay Super Hybrid Seeds Limited,215.0,217.3,191.46,191.5
286,BSL,BSL Limited,202.5,195.0,198.0,200.0
287,BSOFT,BIRLASOFT LIMITED,718.85,710.6,710.4,716.8
288,BTML,Bodhi Tree Multimedia Limited,,,,
289,BURNPUR,Burnpur Cement Limited,,,10.19,9.39
290,BUTTERFLY,Butterfly Gandhimathi Appliances Limited,860.0,870.75,881.0,875.45
291,BVCL,Barak Valley Cements Limited,63.33,64.89,63.69,65.39
292,BYKE,The Byke Hospitality Ltd,,,,
293,CALSOFT,California Software Company Limited,,,,
294,CAMLINFINE,Camlin Fine Sciences Limited,105.6,102.99,103.75,104.24
295,CAMPUS,Campus Activewear Limited,298.85,299.7,294.15,294.0
296,CAMS,Computer Age Management Services Limited,3722.3,3795.95,3763.85,3665.0
297,CANBK,Canara Bank,117.19,117.2,116.3,118.44
298,CANFINHOME,Can Fin Homes Limited,891.0,901.4,889.2,925.0
299,CANTABIL,Cantabil Retail India Limited,256.53,261.65,263.45,264.95
300,CAPACITE,Capacit'e Infraprojects Limited,301.0,301.55,305.05,308.0
301,CAPLIPOINT,Caplin Point Laboratories Limited,1435.0,1432.2,1448.0,1453.95
302,CAPTRUST,Capital Trust Limited,121.0,118.5,111.9,112.0
303,CARBORUNIV,Carborundum Universal Limited,1715.5,1710.0,1691.0,1689.9
304,CAREERP,Career Point Limited,389.0,391.5,392.35,388.95
305,CARERATING,CARE Ratings Limited,1082.2,1092.5,1095.85,1090.0
306,CARTRADE,Cartrade Tech Limited,841.0,804.0,776.2,775.0
307,CARYSIL,CARYSIL LIMITED,853.0,849.95,857.45,835.0
308,CASTROLIND,Castrol India Limited,250.0,241.15,213.5,216.8
309,CCCL,Consolidated Construction Consortium Limited,,,,
310,CCHHL,Country Club Hospitality & Holidays Limited,29.56,24.64,20.55,19.29
311,CCL,CCL Products (India) Limited,588.9,588.0,594.9,594.1
312,CDSL,Central Depository Services (India) Limited,2324.8,2324.55,2386.85,2427.95
313,CEATLTD,CEAT Limited,2670.1,2694.65,2759.4,2838.0
314,CELEBRITY,Celebrity Fashions Limited,19.05,19.2,19.09,19.42
315,CENTENKA,Century Enka Limited,614.9,589.9,599.45,571.0
316,CENTEXT,Century Extrusions Limited,23.58,22.25,20.79,20.95
317,CENTRALBK,Central Bank of India,62.22,62.49,62.52,63.1
318,CENTRUM,Centrum Capital Limited,39.6,39.8,38.55,39.0
319,CENTUM,Centum Electronics Limited,1670.0,1648.95,1645.0,1649.9
320,CENTURYPLY,Century Plyboards (India) Limited,727.75,718.5,726.3,751.2
321,CENTURYTEX,Century Textiles & Industries Limited,2336.9,2350.0,2391.4,2297.0
322,CERA,Cera Sanitaryware Limited,9044.95,9020.5,9079.95,8745.0
323,CEREBRAINT,Cerebra Integrated Technologies Limited,,,,
324,CESC,CESC Limited,158.99,159.45,159.4,161.26
325,CGCL,Capri Global Capital Limited,211.99,213.9,214.94,213.36
326,CGPOWER,CG Power and Industrial Solutions Limited,723.2,719.5,720.0,720.25
327,CHALET,Chalet Hotels Limited,852.0,858.0,848.6,871.0
328,CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,518.0,515.0,508.0,523.0
329,CHEMBOND,Chembond Chemicals Ltd,640.0,638.35,629.7,644.0
330,CHEMCON,Chemcon Speciality Chemicals Limited,268.8,272.65,271.5,263.0
331,CHEMFAB,Chemfab Alkalis Limited,624.55,630.0,616.5,619.95
332,CHEMPLASTS,Chemplast Sanmar Limited,560.35,560.35,542.0,539.8
333,CHENNPETRO,Chennai Petroleum Corporation Limited,966.0,973.5,989.0,981.0
334,CHEVIOT,Cheviot Company Limited,1396.0,1415.25,1415.1,1457.1
335,CHOICEIN,Choice International Limited,392.9,397.0,392.5,390.5
336,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,1421.75,1438.95,1399.25,1434.8
337,CHOLAHLDNG,Cholamandalam Financial Holdings Limited,1460.0,1468.0,1552.0,1568.0
338,CIGNITITEC,Cigniti Technologies Limited,1380.0,1387.9,1372.5,1372.0
339,CINELINE,Cineline India Limited,133.01,134.5,133.5,132.8
340,CINEVISTA,Cinevista Limited,,,,
341,CIPLA,Cipla Limited,1485.0,1485.7,1490.0,1477.75
342,CLEAN,Clean Science and Technology Limited,1482.0,1496.0,1520.65,1482.0
343,CLEDUCATE,CL Educate Limited,83.29,83.94,83.79,85.2
344,CLSEL,Chaman Lal Setia Exports Limited,208.5,207.89,207.01,206.59
345,CMICABLES,CMI Limited,,,,
346,CMSINFO,CMS Info Systems Limited,509.5,512.9,509.9,509.6
347,COALINDIA,Coal India Limited,489.9,485.0,479.4,474.55
348,COASTCORP,Coastal Corporation Limited,240.9,227.02,226.61,228.99
349,COCHINSHIP,Cochin Shipyard Limited,2679.95,2432.55,2255.1,2259.0
350,COFFEEDAY,Coffee Day Enterprises Limited,55.81,55.05,54.35,54.85
351,COFORGE,Coforge Limited,5900.0,5662.0,5669.8,5509.0
352,COLPAL,Colgate Palmolive (India) Limited,2892.6,2885.95,2867.0,2869.0
353,COMPINFO,Compuage Infocom Limited,,,,
354,COMPUSOFT,Compucom Software Limited,28.25,28.25,28.35,28.41
355,CONCOR,Container Corporation of India Limited,1034.35,1021.65,1023.55,1036.75
356,CONFIPET,Confidence Petroleum India Limited,82.7,83.35,81.09,81.0
357,CONSOFINVT,Consolidated Finvest & Holdings Limited,195.0,195.21,194.55,196.9
358,CONTROLPR,Control Print Limited,842.1,848.0,849.95,863.85
359,CORALFINAC,Coral India Finance & Housing Limited,52.6,53.49,52.28,53.1
360,CORDSCABLE,Cords Cable Industries Limited,,,,
361,COROMANDEL,Coromandel International Limited,1578.0,1582.0,1567.75,1600.0
362,COSMOFIRST,COSMO FIRST LIMITED,900.0,910.0,849.9,820.0
363,COUNCODOS,Country Condo's Limited,6.41,6.15,6.25,5.76
364,CRAFTSMAN,Craftsman Automation Limited,5700.6,5764.0,5699.5,5563.0
365,CREATIVE,Creative Newtech Limited,791.05,858.5,750.0,740.0
366,CREATIVEYE,Creative Eye Limited,,,,
367,CREDITACC,CREDITACCESS GRAMEEN LIMITED,1330.0,1325.0,1344.55,1374.45
368,CREST,Crest Ventures Limited,432.2,411.0,404.0,396.5
369,CRISIL,CRISIL Limited,4310.0,4276.0,4346.75,4450.0
370,CROMPTON,Crompton Greaves Consumer Electricals Limited,408.15,411.0,411.9,417.25
371,CROWN,Crown Lifters Limited,,,,
372,CSBBANK,CSB Bank Limited,372.55,377.5,381.5,375.3
